id,product,city,category,priority,complaint_date,complaint
4631,Tablet S,Delhi,Software,Medium,2025-06-24,My Tablet S has an issue: device overheating.
4632,Laptop Pro,Pune,Billing,High,2025-09-03,My Laptop Pro has an issue: camera blurred.
4633,Laptop Pro,Chennai,Billing,High,2025-10-15,My Laptop Pro has an issue: camera blurred.
4634,Phone X,Delhi,Delivery,Low,2025-04-10,My Phone X has an issue: no sound.
4635,Earbuds Q,Bangalore,Delivery,Low,2025-09-09,My Earbuds Q has an issue: wifi disconnects.
4636,Phone X,Ahmedabad,Hardware,Critical,2025-07-17,My Phone X has an issue: wifi disconnects.
4637,Phone X,Pune,Network,Low,2025-01-13,My Phone X has an issue: wifi disconnects.
4638,Laptop Pro,Lucknow,Hardware,Medium,2025-12-29,My Laptop Pro has an issue: payment failed.
4639,Tablet S,Chennai,Network,Medium,2025-10-20,My Tablet S has an issue: screen not working.
4640,Tablet S,Jaipur,Delivery,Low,2025-11-14,My Tablet S has an issue: battery drains fast.
4641,Earbuds Q,Bangalore,Hardware,Medium,2025-04-23,My Earbuds Q has an issue: wifi disconnects.
4642,Earbuds Q,Pune,Delivery,Medium,2025-01-11,My Earbuds Q has an issue: shipment lost.
4643,Smartwatch Z,Mumbai,Delivery,Low,2025-06-22,My Smartwatch Z has an issue: screen not working.
4644,Laptop Pro,Mumbai,Billing,Medium,2025-11-11,My Laptop Pro has an issue: payment failed.
4645,Phone X,Kolkata,Delivery,High,2025-07-19,My Phone X has an issue: screen not working.
4646,Tablet S,Jaipur,Network,Low,2025-11-21,My Tablet S has an issue: wifi disconnects.
4647,Phone X,Bangalore,Delivery,Low,2025-11-15,My Phone X has an issue: no sound.
4648,Laptop Pro,Lucknow,Network,High,2025-01-15,My Laptop Pro has an issue: camera blurred.
4649,Smartwatch Z,Delhi,Delivery,High,2025-08-05,My Smartwatch Z has an issue: shipment lost.
4650,Phone X,Pune,Software,Low,2025-07-09,My Phone X has an issue: device overheating.
4651,Tablet S,Ahmedabad,Network,Critical,2025-11-24,My Tablet S has an issue: no sound.
4652,Tablet S,Bangalore,Delivery,High,2025-07-24,My Tablet S has an issue: app crashes.
4653,Laptop Pro,Ahmedabad,Delivery,High,2025-10-24,My Laptop Pro has an issue: device overheating.
4654,Tablet S,Ahmedabad,Billing,High,2025-12-28,My Tablet S has an issue: shipment lost.
4655,Laptop Pro,Hyderabad,Billing,Low,2025-03-12,My Laptop Pro has an issue: app crashes.
4656,Smartwatch Z,Pune,Hardware,Critical,2025-08-26,My Smartwatch Z has an issue: shipment lost.
4657,Laptop Pro,Bangalore,Software,Low,2025-10-09,My Laptop Pro has an issue: device overheating.
4658,Smartwatch Z,Hyderabad,Software,Medium,2025-08-13,My Smartwatch Z has an issue: app crashes.
4659,Smartwatch Z,Chennai,Software,Critical,2025-02-13,My Smartwatch Z has an issue: camera blurred.
4660,Laptop Pro,Jaipur,Billing,Low,2025-02-09,My Laptop Pro has an issue: app crashes.
4661,Smartwatch Z,Bangalore,Hardware,Low,2025-02-04,My Smartwatch Z has an issue: device overheating.
4662,Smartwatch Z,Ahmedabad,Billing,Medium,2025-09-01,My Smartwatch Z has an issue: delivery delayed.
4663,Laptop Pro,Chennai,Billing,High,2025-03-03,My Laptop Pro has an issue: no sound.
4664,Smartwatch Z,Hyderabad,Software,Medium,2025-03-07,My Smartwatch Z has an issue: app crashes.
4665,Tablet S,Pune,Delivery,Medium,2025-03-15,My Tablet S has an issue: wifi disconnects.
4666,Phone X,Kolkata,Billing,Medium,2025-06-28,My Phone X has an issue: delivery delayed.
4667,Phone X,Chennai,Hardware,High,2025-12-07,My Phone X has an issue: wifi disconnects.
4668,Tablet S,Pune,Delivery,High,2025-03-21,My Tablet S has an issue: delivery delayed.
4669,Tablet S,Hyderabad,Network,High,2025-01-06,My Tablet S has an issue: app crashes.
4670,Earbuds Q,Ahmedabad,Hardware,High,2025-11-25,My Earbuds Q has an issue: camera blurred.
4671,Laptop Pro,Pune,Network,High,2025-06-04,My Laptop Pro has an issue: no sound.
4672,Laptop Pro,Pune,Software,Low,2025-04-13,My Laptop Pro has an issue: screen not working.
4673,Laptop Pro,Chennai,Software,Low,2025-02-18,My Laptop Pro has an issue: wifi disconnects.
4674,Phone X,Chennai,Software,Low,2025-07-05,My Phone X has an issue: no sound.
4675,Smartwatch Z,Pune,Hardware,High,2025-08-19,My Smartwatch Z has an issue: no sound.
4676,Tablet S,Jaipur,Hardware,Medium,2025-03-26,My Tablet S has an issue: device overheating.
4677,Tablet S,Kolkata,Software,Medium,2025-03-26,My Tablet S has an issue: app crashes.
4678,Laptop Pro,Chennai,Billing,Low,2025-09-13,My Laptop Pro has an issue: delivery delayed.
4679,Earbuds Q,Hyderabad,Billing,High,2025-02-04,My Earbuds Q has an issue: app crashes.
4680,Phone X,Ahmedabad,Delivery,Critical,2025-09-30,My Phone X has an issue: screen not working.
4681,Smartwatch Z,Kolkata,Billing,Medium,2025-01-07,My Smartwatch Z has an issue: wifi disconnects.
4682,Tablet S,Mumbai,Delivery,Medium,2025-12-12,My Tablet S has an issue: wifi disconnects.
4683,Phone X,Kolkata,Billing,Critical,2025-07-10,My Phone X has an issue: wifi disconnects.
4684,Smartwatch Z,Ahmedabad,Hardware,Low,2025-02-22,My Smartwatch Z has an issue: device overheating.
4685,Tablet S,Kolkata,Network,High,2025-09-10,My Tablet S has an issue: delivery delayed.
4686,Laptop Pro,Bangalore,Hardware,Critical,2025-12-22,My Laptop Pro has an issue: wifi disconnects.
4687,Earbuds Q,Jaipur,Hardware,Medium,2025-07-31,My Earbuds Q has an issue: camera blurred.
4688,Smartwatch Z,Pune,Billing,Critical,2025-10-25,My Smartwatch Z has an issue: payment failed.
4689,Earbuds Q,Mumbai,Network,Low,2025-06-29,My Earbuds Q has an issue: shipment lost.
4690,Laptop Pro,Delhi,Billing,Medium,2025-10-14,My Laptop Pro has an issue: no sound.
4691,Phone X,Delhi,Software,Low,2025-11-23,My Phone X has an issue: delivery delayed.
4692,Laptop Pro,Ahmedabad,Software,Medium,2025-12-29,My Laptop Pro has an issue: payment failed.
4693,Tablet S,Jaipur,Hardware,Medium,2025-08-29,My Tablet S has an issue: delivery delayed.
4694,Smartwatch Z,Jaipur,Network,Medium,2025-07-13,My Smartwatch Z has an issue: screen not working.
4695,Smartwatch Z,Bangalore,Network,Low,2025-02-02,My Smartwatch Z has an issue: device overheating.
4696,Smartwatch Z,Lucknow,Hardware,High,2025-11-05,My Smartwatch Z has an issue: device overheating.
4697,Smartwatch Z,Jaipur,Software,Low,2025-05-24,My Smartwatch Z has an issue: battery drains fast.
4698,Tablet S,Hyderabad,Billing,Medium,2025-10-14,My Tablet S has an issue: app crashes.
4699,Laptop Pro,Kolkata,Delivery,Low,2025-01-03,My Laptop Pro has an issue: payment failed.
4700,Earbuds Q,Chennai,Hardware,High,2025-05-19,My Earbuds Q has an issue: app crashes.
4701,Smartwatch Z,Ahmedabad,Billing,Low,2025-05-19,My Smartwatch Z has an issue: wifi disconnects.
4702,Phone X,Mumbai,Billing,Low,2025-07-24,My Phone X has an issue: app crashes.
4703,Laptop Pro,Hyderabad,Billing,High,2025-06-24,My Laptop Pro has an issue: payment failed.
4704,Earbuds Q,Hyderabad,Software,Medium,2025-10-06,My Earbuds Q has an issue: camera blurred.
4705,Tablet S,Pune,Delivery,High,2025-03-04,My Tablet S has an issue: screen not working.
4706,Laptop Pro,Bangalore,Billing,High,2025-08-18,My Laptop Pro has an issue: payment failed.
4707,Smartwatch Z,Lucknow,Billing,Medium,2025-02-12,My Smartwatch Z has an issue: screen not working.
4708,Phone X,Bangalore,Billing,High,2025-04-09,My Phone X has an issue: shipment lost.
4709,Phone X,Chennai,Billing,Low,2025-04-11,My Phone X has an issue: app crashes.
4710,Laptop Pro,Delhi,Hardware,Low,2025-06-06,My Laptop Pro has an issue: shipment lost.
4711,Tablet S,Hyderabad,Hardware,Low,2025-02-23,My Tablet S has an issue: wifi disconnects.
4712,Phone X,Jaipur,Network,Low,2025-01-05,My Phone X has an issue: delivery delayed.
4713,Smartwatch Z,Hyderabad,Delivery,High,2025-10-15,My Smartwatch Z has an issue: screen not working.
4714,Smartwatch Z,Ahmedabad,Billing,High,2025-02-03,My Smartwatch Z has an issue: no sound.
4715,Smartwatch Z,Ahmedabad,Hardware,Low,2025-11-24,My Smartwatch Z has an issue: app crashes.
4716,Tablet S,Pune,Hardware,Low,2025-07-27,My Tablet S has an issue: delivery delayed.
4717,Smartwatch Z,Jaipur,Software,Low,2025-11-11,My Smartwatch Z has an issue: shipment lost.
4718,Laptop Pro,Kolkata,Billing,Medium,2025-01-22,My Laptop Pro has an issue: app crashes.
4719,Tablet S,Ahmedabad,Delivery,High,2025-08-06,My Tablet S has an issue: device overheating.
4720,Tablet S,Hyderabad,Hardware,Medium,2025-02-28,My Tablet S has an issue: delivery delayed.
4721,Earbuds Q,Lucknow,Network,Medium,2025-12-28,My Earbuds Q has an issue: no sound.
4722,Smartwatch Z,Mumbai,Billing,Medium,2025-04-26,My Smartwatch Z has an issue: delivery delayed.
4723,Tablet S,Chennai,Hardware,Critical,2025-12-02,My Tablet S has an issue: no sound.
4724,Laptop Pro,Chennai,Software,Low,2025-10-18,My Laptop Pro has an issue: device overheating.
4725,Phone X,Ahmedabad,Software,Critical,2025-04-24,My Phone X has an issue: camera blurred.
4726,Phone X,Mumbai,Billing,Medium,2025-05-26,My Phone X has an issue: shipment lost.
4727,Tablet S,Ahmedabad,Billing,Medium,2025-11-19,My Tablet S has an issue: camera blurred.
4728,Phone X,Lucknow,Delivery,Medium,2025-06-13,My Phone X has an issue: device overheating.
4729,Laptop Pro,Mumbai,Delivery,Critical,2025-11-23,My Laptop Pro has an issue: wifi disconnects.
4730,Smartwatch Z,Pune,Delivery,Low,2025-06-06,My Smartwatch Z has an issue: app crashes.
4731,Earbuds Q,Mumbai,Software,High,2025-02-20,My Earbuds Q has an issue: no sound.
4732,Smartwatch Z,Pune,Delivery,Low,2025-01-25,My Smartwatch Z has an issue: device overheating.
4733,Tablet S,Ahmedabad,Software,High,2025-03-05,My Tablet S has an issue: shipment lost.
4734,Laptop Pro,Bangalore,Billing,High,2025-05-17,My Laptop Pro has an issue: no sound.
4735,Phone X,Hyderabad,Network,Medium,2025-09-02,My Phone X has an issue: no sound.
4736,Smartwatch Z,Pune,Software,Low,2025-10-05,My Smartwatch Z has an issue: delivery delayed.
4737,Tablet S,Lucknow,Network,High,2025-09-14,My Tablet S has an issue: screen not working.
4738,Earbuds Q,Pune,Delivery,Medium,2025-10-13,My Earbuds Q has an issue: payment failed.
4739,Phone X,Delhi,Hardware,Medium,2025-09-29,My Phone X has an issue: shipment lost.
4740,Phone X,Mumbai,Hardware,Medium,2025-02-04,My Phone X has an issue: payment failed.
4741,Smartwatch Z,Chennai,Software,High,2025-10-07,My Smartwatch Z has an issue: no sound.
4742,Earbuds Q,Jaipur,Hardware,Medium,2025-08-21,My Earbuds Q has an issue: battery drains fast.
4743,Smartwatch Z,Kolkata,Software,Medium,2025-01-02,My Smartwatch Z has an issue: payment failed.
4744,Phone X,Hyderabad,Hardware,Medium,2025-06-11,My Phone X has an issue: no sound.
4745,Tablet S,Delhi,Hardware,Medium,2025-06-05,My Tablet S has an issue: wifi disconnects.
4746,Smartwatch Z,Hyderabad,Delivery,High,2025-01-17,My Smartwatch Z has an issue: screen not working.
4747,Tablet S,Lucknow,Software,Critical,2025-06-28,My Tablet S has an issue: wifi disconnects.
4748,Earbuds Q,Jaipur,Delivery,Low,2025-02-13,My Earbuds Q has an issue: device overheating.
4749,Tablet S,Bangalore,Billing,Critical,2025-12-20,My Tablet S has an issue: battery drains fast.
4750,Laptop Pro,Bangalore,Network,Medium,2025-10-26,My Laptop Pro has an issue: battery drains fast.
4751,Phone X,Hyderabad,Delivery,Medium,2025-05-25,My Phone X has an issue: device overheating.
4752,Phone X,Jaipur,Network,Low,2025-05-15,My Phone X has an issue: wifi disconnects.
4753,Tablet S,Mumbai,Hardware,Low,2025-09-13,My Tablet S has an issue: no sound.
4754,Laptop Pro,Lucknow,Hardware,Medium,2025-08-02,My Laptop Pro has an issue: battery drains fast.
4755,Earbuds Q,Delhi,Hardware,High,2025-04-18,My Earbuds Q has an issue: camera blurred.
4756,Phone X,Chennai,Software,Low,2025-11-24,My Phone X has an issue: no sound.
4757,Phone X,Lucknow,Software,Low,2025-01-29,My Phone X has an issue: camera blurred.
4758,Tablet S,Pune,Billing,Medium,2025-09-08,My Tablet S has an issue: delivery delayed.
4759,Phone X,Kolkata,Billing,Low,2025-09-14,My Phone X has an issue: wifi disconnects.
4760,Earbuds Q,Pune,Software,Medium,2025-05-11,My Earbuds Q has an issue: wifi disconnects.
4761,Tablet S,Chennai,Delivery,Medium,2025-08-09,My Tablet S has an issue: wifi disconnects.
4762,Phone X,Ahmedabad,Network,Medium,2025-02-13,My Phone X has an issue: no sound.
4763,Earbuds Q,Pune,Hardware,Medium,2025-12-19,My Earbuds Q has an issue: shipment lost.
4764,Phone X,Bangalore,Software,High,2025-04-24,My Phone X has an issue: no sound.
4765,Laptop Pro,Bangalore,Delivery,Low,2025-06-30,My Laptop Pro has an issue: shipment lost.
4766,Phone X,Ahmedabad,Software,High,2025-03-25,My Phone X has an issue: wifi disconnects.
4767,Phone X,Bangalore,Network,Critical,2025-09-13,My Phone X has an issue: delivery delayed.
4768,Phone X,Bangalore,Network,Low,2025-02-28,My Phone X has an issue: battery drains fast.
4769,Smartwatch Z,Jaipur,Billing,Low,2025-12-03,My Smartwatch Z has an issue: no sound.
4770,Tablet S,Chennai,Delivery,Medium,2025-08-27,My Tablet S has an issue: battery drains fast.
4771,Phone X,Delhi,Network,Medium,2025-07-08,My Phone X has an issue: camera blurred.
4772,Earbuds Q,Pune,Software,Medium,2025-12-13,My Earbuds Q has an issue: battery drains fast.
4773,Tablet S,Bangalore,Software,Low,2025-02-13,My Tablet S has an issue: shipment lost.
4774,Smartwatch Z,Lucknow,Network,Medium,2025-12-01,My Smartwatch Z has an issue: app crashes.
4775,Smartwatch Z,Lucknow,Billing,High,2025-08-13,My Smartwatch Z has an issue: payment failed.
4776,Tablet S,Delhi,Network,High,2025-12-08,My Tablet S has an issue: payment failed.
4777,Laptop Pro,Jaipur,Network,Medium,2025-01-01,My Laptop Pro has an issue: app crashes.
4778,Smartwatch Z,Jaipur,Software,High,2025-12-31,My Smartwatch Z has an issue: app crashes.
4779,Phone X,Pune,Network,High,2025-08-16,My Phone X has an issue: screen not working.
4780,Laptop Pro,Kolkata,Network,Medium,2025-08-22,My Laptop Pro has an issue: battery drains fast.
4781,Tablet S,Bangalore,Delivery,Medium,2025-05-08,My Tablet S has an issue: camera blurred.
4782,Earbuds Q,Pune,Software,Low,2025-07-16,My Earbuds Q has an issue: screen not working.
4783,Tablet S,Pune,Hardware,Low,2025-08-01,My Tablet S has an issue: payment failed.
4784,Earbuds Q,Hyderabad,Network,Medium,2025-03-29,My Earbuds Q has an issue: payment failed.
4785,Tablet S,Delhi,Billing,Low,2025-01-09,My Tablet S has an issue: screen not working.
4786,Tablet S,Delhi,Network,Medium,2025-04-09,My Tablet S has an issue: shipment lost.
4787,Tablet S,Pune,Billing,Low,2025-09-11,My Tablet S has an issue: payment failed.
4788,Phone X,Chennai,Delivery,Medium,2025-07-29,My Phone X has an issue: device overheating.
4789,Smartwatch Z,Bangalore,Hardware,Medium,2025-05-29,My Smartwatch Z has an issue: payment failed.
4790,Laptop Pro,Lucknow,Software,Critical,2025-10-20,My Laptop Pro has an issue: delivery delayed.
4791,Earbuds Q,Mumbai,Network,Medium,2025-10-25,My Earbuds Q has an issue: screen not working.
4792,Tablet S,Hyderabad,Network,Low,2025-05-06,My Tablet S has an issue: battery drains fast.
4793,Tablet S,Pune,Network,Low,2025-03-30,My Tablet S has an issue: payment failed.
4794,Laptop Pro,Mumbai,Software,Low,2025-11-22,My Laptop Pro has an issue: delivery delayed.
4795,Earbuds Q,Lucknow,Delivery,Medium,2025-01-16,My Earbuds Q has an issue: wifi disconnects.
4796,Earbuds Q,Bangalore,Network,Low,2025-09-25,My Earbuds Q has an issue: app crashes.
4797,Phone X,Mumbai,Hardware,Low,2025-08-03,My Phone X has an issue: app crashes.
4798,Laptop Pro,Chennai,Billing,Medium,2025-10-05,My Laptop Pro has an issue: delivery delayed.
4799,Tablet S,Bangalore,Hardware,Medium,2025-07-09,My Tablet S has an issue: camera blurred.
4800,Phone X,Mumbai,Billing,High,2025-04-16,My Phone X has an issue: no sound.
4801,Smartwatch Z,Jaipur,Software,Medium,2025-05-24,My Smartwatch Z has an issue: battery drains fast.
4802,Smartwatch Z,Kolkata,Billing,Medium,2025-09-23,My Smartwatch Z has an issue: payment failed.
4803,Tablet S,Ahmedabad,Software,Low,2025-11-20,My Tablet S has an issue: delivery delayed.
4804,Phone X,Hyderabad,Software,Critical,2025-04-29,My Phone X has an issue: app crashes.
4805,Earbuds Q,Kolkata,Software,Low,2025-03-27,My Earbuds Q has an issue: no sound.
4806,Phone X,Delhi,Delivery,Low,2025-08-11,My Phone X has an issue: battery drains fast.
4807,Laptop Pro,Bangalore,Software,Low,2025-03-26,My Laptop Pro has an issue: camera blurred.
4808,Phone X,Kolkata,Delivery,Medium,2025-05-05,My Phone X has an issue: device overheating.
4809,Phone X,Kolkata,Network,Medium,2025-10-06,My Phone X has an issue: device overheating.
4810,Smartwatch Z,Delhi,Software,Low,2025-05-10,My Smartwatch Z has an issue: delivery delayed.
4811,Laptop Pro,Kolkata,Hardware,Medium,2025-05-23,My Laptop Pro has an issue: shipment lost.
4812,Smartwatch Z,Pune,Billing,High,2025-05-11,My Smartwatch Z has an issue: app crashes.
4813,Laptop Pro,Chennai,Network,High,2025-07-11,My Laptop Pro has an issue: camera blurred.
4814,Earbuds Q,Ahmedabad,Delivery,Low,2025-08-24,My Earbuds Q has an issue: delivery delayed.
4815,Phone X,Ahmedabad,Delivery,Low,2025-04-05,My Phone X has an issue: device overheating.
4816,Earbuds Q,Lucknow,Network,Low,2025-11-20,My Earbuds Q has an issue: no sound.
4817,Phone X,Mumbai,Software,Low,2025-12-18,My Phone X has an issue: app crashes.
4818,Tablet S,Hyderabad,Software,High,2025-08-29,My Tablet S has an issue: battery drains fast.
4819,Smartwatch Z,Lucknow,Delivery,Medium,2025-04-13,My Smartwatch Z has an issue: screen not working.
4820,Earbuds Q,Delhi,Delivery,Low,2025-01-10,My Earbuds Q has an issue: no sound.
4821,Smartwatch Z,Hyderabad,Delivery,High,2025-12-03,My Smartwatch Z has an issue: device overheating.
4822,Smartwatch Z,Chennai,Network,Low,2025-07-01,My Smartwatch Z has an issue: camera blurred.
4823,Tablet S,Ahmedabad,Delivery,Medium,2025-03-05,My Tablet S has an issue: camera blurred.
4824,Tablet S,Ahmedabad,Billing,High,2025-10-01,My Tablet S has an issue: no sound.
4825,Phone X,Lucknow,Software,Low,2025-08-12,My Phone X has an issue: payment failed.
4826,Phone X,Mumbai,Billing,Low,2025-05-10,My Phone X has an issue: wifi disconnects.
4827,Tablet S,Bangalore,Network,Medium,2025-03-02,My Tablet S has an issue: no sound.
4828,Smartwatch Z,Hyderabad,Delivery,Medium,2025-05-05,My Smartwatch Z has an issue: camera blurred.
4829,Tablet S,Pune,Hardware,Low,2025-11-07,My Tablet S has an issue: app crashes.
4830,Earbuds Q,Lucknow,Delivery,Medium,2025-04-19,My Earbuds Q has an issue: shipment lost.
4831,Smartwatch Z,Kolkata,Delivery,Low,2025-06-06,My Smartwatch Z has an issue: camera blurred.
